id	offset	orig_size_bytes	english	control_codes	n_chars	n_lines	references	context	french	status
ODYSSEY-TXT-000168	0x01767D0	44	Oh, man!<FE>So, you are ready for BOSS<FA>ROCKET!	FA;FE	41	2	0x0161A9C	Team Rocket	Oh, mince !<FE>Alors, tu es prêt pour le BOSS<FA>ROCKET !	TRANSLATED
ODYSSEY-TXT-000169	0x0176954	25	SILPH CO. HEAD OFFICE<FE>7F	FE	23	2	0x0161BFC	Silph Co.	SIÈGE DE SILPHE SA<FE>7E ÉTAGE	TRANSLATED
ODYSSEY-TXT-000170	0x017698C	22	Thanks for saving us!		21	1	0x0161C88	Silph Co.	Merci de nous avoir sauvés !	TRANSLATED
ODYSSEY-TXT-000171	0x01769CF	46	If you don’t turn back…<FE>I’ll call for backup!	FE	44	2	0x0161CC0	Team Rocket	Si tu ne fais pas demi-tour…<FE>J’appelle des renforts !	TRANSLATED
ODYSSEY-TXT-000172	0x0176B54	45	You look tired.<FE>You should take a quick nap.	FE	43	2	0x0161D18	DIALOGUE	Tu as l’air fatigué.<FE>Tu devrais faire une petite sieste.	TRANSLATED
ODYSSEY-TXT-000173	0x0176B90	19	Thank you so much.		18	1	0x0161D30	DIALOGUE	Merci beaucoup.	TRANSLATED
ODYSSEY-TXT-000174	0x0176BD0	43	If I had started as a TRAINER at<FE>your age…	FE	41	2	0x0161D68	DIALOGUE	Si j’avais commencé comme<FE>DRESSEUR à ton âge…	TRANSLATED
ODYSSEY-TXT-000175	0x0176D86	52	Are you satisfied with beating me?<FE>Then go on home!	FE	50	2	0x0161DD0	DIALOGUE	Content de m’avoir battu ?<FE>Alors rentre chez toi !	TRANSLATED
ODYSSEY-TXT-000176	0x0176EE7	214	PRESIDENT: Oh, dear girl!<FE>Thank you for saving SILPH.<FB>I will never forget you saved us in<FE>our moment of peril.<FB>I have to thank you in some way.<FB>Because I am rich, I can give you<FE>anything.<FB>Here, maybe this will do.	FB;FE	206	4	0x0161E64	Silph Co. president	PRÉSIDENT : Oh, chère enfant !<FE>Merci d’avoir sauvé SILPHE.<FB>Je n’oublierai jamais que tu nous as sauvés<FE>dans notre moment de péril.<FB>Je dois te remercier d’une manière ou d’une autre.<FB>Comme je suis riche, je peux te donner<FE>tout ce que tu veux.<FB>Tiens, ceci fera peut-être l’affaire.	TRANSLATED
ODYSSEY-TXT-000177	0x017729D	27	, you want to see my BOSS?		26	1	0x05B609C	Team Rocket fragment	, tu veux voir mon BOSS ?	TRANSLATED
ODYSSEY-TXT-000178	0x0177364	45	Who are you?<FE>There shouldn’t be anyone here.	FE	43	2	0x016222C	DIALOGUE	Qui es-tu ?<FE>Il ne devrait y avoir personne ici.	TRANSLATED
ODYSSEY-TXT-000179	0x0177391	6	Ouch!		5	1	0x0162230	UNKNOWN		SKIP_NOISE
ODYSSEY-TXT-000180	0x0177460	27	A secret switch!<FB>Press it?	FB	25	1	0x01A7AE4	DIALOGUE	Un interrupteur secret !<FB>Appuyer dessus ?	TRANSLATED
ODYSSEY-TXT-000181	0x0177498	51	I can’t get out!<FE>This old place is one big puzzle.	FE	49	2	0x0162290	DIALOGUE	Je n’arrive pas à sortir !<FE>Cet endroit est un vrai casse-tête.	TRANSLATED
ODYSSEY-TXT-000182	0x01774CB	24	Oh, no!<FE>My bag of loot!	FE	22	2	0x0162294	DIALOGUE	Oh, non !<FE>Mon sac de butin !	TRANSLATED
ODYSSEY-TXT-000183	0x01775E7	27	This place is, like, huge!		26	1	0x01622D4	DIALOGUE	Cet endroit est, genre, immense !	TRANSLATED
ODYSSEY-TXT-000184	0x0177602	6	Ayah!		5	1	0x01622D8	UNKNOWN		SKIP_NOISE
ODYSSEY-TXT-000185	0x017776A	46	I like it here.<FE>It’s conducive to my studies.	FE	44	2	0x0162350	DIALOGUE	J’aime bien cet endroit.<FE>C’est propice à mes études.	TRANSLATED
ODYSSEY-TXT-000186	0x0177778	32	.<FE>It’s conducive to my studies.	FE	30	2	0x100EE1C	DIALOGUE fragment	.<FE>C’est propice à mes études.	TRANSLATED
ODYSSEY-TXT-000187	0x01777FD	50	TRAINER TIPS<FB>Press START to check<FE>remaining time.	FB;FE	47	2	0x016236C	Safari Zone tips	CONSEILS DE DRESSEUR<FB>Appuie sur START pour voir<FE>le temps restant.	TRANSLATED
ODYSSEY-TXT-000188	0x0177846	62	TRAINER TIPS<FB>The remaining time declines only<FE>while you walk.	FB;FE	59	2	0x0162388	Safari Zone tips	CONSEILS DE DRESSEUR<FB>Le temps restant ne diminue que<FE>lorsque tu marches.	TRANSLATED
ODYSSEY-TXT-000189	0x0177885	24	REA 1<FE>WEST: CENTER AREA	FE	22	2	0x1A083F8	Safari Zone map fragment	NE 1<FE>OUEST : ZONE CENTRALE	TRANSLATED
ODYSSEY-TXT-000190	0x01778A8	46	TRAINER TIPS<FB>The SECRET HOUSE is still ahead.	FB	44	1	0x01623A4	Safari Zone tips	CONSEILS DE DRESSEUR<FB>La MAISON SECRÈTE est encore devant.	TRANSLATED
ODYSSEY-TXT-000191	0x0177A41	25	AREA 3<FE>EAST: CENTER AREA	FE	23	2	0x01623E4	Safari Zone map	ZONE 3<FE>EST : ZONE CENTRALE	TRANSLATED
ODYSSEY-TXT-000192	0x0177C47	164	The SAFARI ZONE’s huge, wouldn’t<FE>you say?<FB>FUCHSIA’s GYM LEADER, KOGA, <FE>patrols the grounds every so often.<FB>Thanks to him, we can play here<FE>knowing that we’re safe.	FB;FE	158	4	0x01ACEE4	Safari Zone	Le PARC SAFARI est immense, tu ne<FE>trouves pas ?<FB>KOGA, le CHAMPION de l’ARÈNE de<FE>FUCHSIA, patrouille souvent ici.<FB>Grâce à lui, on peut jouer ici<FE>en toute sécurité.	TRANSLATED
ODYSSEY-TXT-000193	0x0177DC1	209	Ah! Finally!<FB>You’re the first person to reach<FE>the SECRET HOUSE!<FB>Although I made a campaign<FE>for our grand opening,<FB>I was getting worried that no one<FE>would win our campaign prize.<FB>Congratulations!<FE>You have won!	FB;FE	200	5	0x0162460	Safari Zone secret house	Ah ! Enfin !<FB>Tu es la première personne à<FE>atteindre la MAISON SECRÈTE !<FB>Bien que j’aie fait une campagne<FE>pour notre grande ouverture,<FB>je commençais à craindre que<FE>personne ne gagne notre prix.<FB>Félicitations !<FE>Tu as gagné !	TRANSLATED
ODYSSEY-TXT-000194	0x0178191	31	…Things shouldn’t be this way!		30	1	0x0162664	DIALOGUE	…Ça ne devrait pas se passer comme ça !	TRANSLATED
ODYSSEY-TXT-000195	0x0178409	23	Why?<FE>How could I lose?	FE	21	2	0x0162774	DIALOGUE	Pourquoi ?<FE>Comment ai-je pu perdre ?	TRANSLATED
ODYSSEY-TXT-000196	0x01786D7	41	Oh, my!<FE>You’re something special, child!	FE	39	2	0x016290C	DIALOGUE	Oh, mon Dieu !<FE>Tu es vraiment spécial, mon enfant !	TRANSLATED
ODYSSEY-TXT-000197	0x0178E3F	132	NO!<FE>That can’t be!<FA>You beat me at my best!<FB>After all that work to become<FE>the LEAGUE CHAMP?<FB>My reign is over already?<FE>It’s not fair!	FA;FB;FE	125	4	0x0162CEC	League Champion defeat	NON !<FE>Ce n’est pas possible !<FA>Tu m’as battu à mon meilleur !<FB>Après tout ce travail pour devenir<FE>CHAMPION DE LA LIGUE ?<FB>Mon règne est déjà terminé ?<FE>Ce n’est pas juste !	TRANSLATED
ODYSSEY-TXT-000198	0x01794EE	11	Game over!		10	1	0x0162E38	DIALOGUE	Partie terminée !	TRANSLATED
ODYSSEY-TXT-000199	0x0179613	26	Whew!<FE>I’m all sweaty now.	FE	24	2	0x0162E6C	DIALOGUE	Ouf !<FE>Je suis tout en sueur maintenant.	TRANSLATED
ODYSSEY-TXT-000200	0x017975F	24	Shoot!<FE>I am so jealous!	FE	22	2	0x0162F08	DIALOGUE	Zut !<FE>Je suis trop jaloux !	TRANSLATED
ODYSSEY-TXT-000201	0x01798AD	48	I don’t often come here, but I will<FE>battle you.	FE	46	2	0x0162EA8	DIALOGUE	Je ne viens pas souvent ici, mais<FE>je vais te combattre.	TRANSLATED
ODYSSEY-TXT-000202	0x01798DD	12	Oh!<FE>I lost!	FE	10	2	0x0162EAC	DIALOGUE	Oh !<FE>J’ai perdu !	TRANSLATED
ODYSSEY-TXT-000203	0x01799AC	52	I’m an artist, not a fighter.<FE>I’ll go home to draw.	FE	50	2	0x0162F3C	DIALOGUE	Je suis un artiste, pas un<FE>combattant. Je rentre dessiner.	TRANSLATED
ODYSSEY-TXT-000204	0x0179AC0	33	Oh, so you are scared after all.		32	1	0x01C48D4	DIALOGUE	Oh, alors tu as peur finalement.	TRANSLATED
ODYSSEY-TXT-000205	0x0179EAE	91	Even we could not identify the<FE>wayward ghosts.<FB>A SILPH SCOPE might be able to<FE>unmask them.	FB;FE	87	3	0x0163288	Pokemon Tower	Même nous n’avons pas pu identifier<FE>ces fantômes égarés.<FB>Un SILPHOSCOPE pourrait peut-être<FE>les démasquer.	TRANSLATED
ODYSSEY-TXT-000206	0x0179F62	16	Kekeke…<FE>Kwaaah!	FE	14	2	0x01633C4	Pokemon Tower ghost	Kékéké…<FE>Kwaaah !	TRANSLATED
ODYSSEY-TXT-000207	0x0179F72	22	Hmm?<FE>What am I doing?	FE	20	2	0x01633C8	Pokemon Tower	Hmm ?<FE>Qu’est-ce que je fais ?	TRANSLATED
ODYSSEY-TXT-000208	0x017A067	47	We can’t determine the identity of<FE>the ghosts…	FE	45	2	0x0163414	Pokemon Tower	On n’arrive pas à identifier ces<FE>fantômes…	TRANSLATED
ODYSSEY-TXT-000209	0x017A150	20	You…shall…<FE>join…us…	FE	18	2	0x0163478	Pokemon Tower ghost	Tu…vas…<FE>nous…rejoindre…	TRANSLATED
ODYSSEY-TXT-000210	0x017A164	18	What a nightmare!		17	1	0x016347C	DIALOGUE	Quel cauchemar !	TRANSLATED
ODYSSEY-TXT-000211	0x017A1BD	61	I fell to evil spirits despite my<FE>training in the mountains…	FE	59	2	0x01634B0	Pokemon Tower	Je suis tombé sous l’emprise des<FE>esprits malins malgré mon entraînement dans les montagnes…	TRANSLATED
ODYSSEY-TXT-000212	0x017A25A	24	I feel anemic and weak…		23	1	0x0163524	Pokemon Tower	Je me sens anémié et faible…	TRANSLATED
ODYSSEY-TXT-000213	0x017A2C8	20	Ke…ke…ke…<FE>ke…ke…ke!	FE	18	2	0x0163548	Pokemon Tower ghost	Ké…ké…ké…<FE>ké…ké…ké !	TRANSLATED
ODYSSEY-TXT-000214	0x017A2DC	6	Keee!		5	1	0x016354C	UNKNOWN		SKIP_NOISE
ODYSSEY-TXT-000215	0x017A380	36	What do you want?<FE>Why are you here?	FE	34	2	0x016358C	DIALOGUE	Qu’est-ce que tu veux ?<FE>Pourquoi es-tu là ?	TRANSLATED
ODYSSEY-TXT-000216	0x017A3A4	11	I give up!		10	1	0x0163590	DIALOGUE	J’abandonne !	TRANSLATED
ODYSSEY-TXT-000217	0x017A4CF	31	You’re not saving anyone, kid!		30	1	0x01636DC	Team Rocket	Tu ne sauves personne, gamin !	TRANSLATED
ODYSSEY-TXT-000218	0x017A4EE	24	Don’t fight us ROCKETS!		23	1	0x01636E0	Team Rocket	Ne combats pas les ROCKETS !	TRANSLATED
ODYSSEY-TXT-000219	0x017A6ED	42	Yeah, you’re right.<FE>It is too terrifying.	FE	40	2	0x01C493C	DIALOGUE	Ouais, t’as raison.<FE>C’est trop terrifiant.	TRANSLATED
ODYSSEY-TXT-000220	0x017A88C	40	What the…?<FE>You’re in the way. Get lost.	FE	38	2	0x0163A08	Team Rocket	Qu’est-ce que…?<FE>Tu gênes le passage. Dégage.	TRANSLATED
ODYSSEY-TXT-000221	0x017AA06	46	You’ve been eavesdropping on us,<FE>haven’t you?	FE	44	2	0x01639B8	Team Rocket	Tu nous espionnais,<FE>pas vrai ?	TRANSLATED
ODYSSEY-TXT-000222	0x017AA34	11	Huh, what?		10	1	0x01639C4	DIALOGUE	Hein, quoi ?	TRANSLATED
ODYSSEY-TXT-000223	0x017AA3F	23	Why’d you have to win?		22	1	0x01639A0	DIALOGUE	Pourquoi t’as fallu que tu gagnes ?	TRANSLATED
ODYSSEY-TXT-000224	0x017ABD8	125	They say there’re over 1,500<FE>active volcanoes in the world.<FB>Just thinking about them makes me<FE>feel all hot and gooey inside!	FB;FE	121	3	0x0163AC4	Cinnabar Island	On dit qu’il y a plus de 1 500<FE>volcans actifs dans le monde.<FB>Rien que d’y penser, ça me rend<FE>tout chaud et gluant à l’intérieur !	TRANSLATED
ODYSSEY-TXT-000225	0x017AD06	101	I’ve been in training so I can mend<FE>my broken heart…<FB>It toughened me up physically at<FE>least! Hi-yah!	FB;FE	97	3	0x0163AE8	DIALOGUE	Je m’entraîne pour guérir<FE>mon cœur brisé…<FB>Au moins, ça m’a rendu plus fort<FE>physiquement ! Hi-yah !	TRANSLATED
ODYSSEY-TXT-000226	0x017AD6B	30	I think I tried to overdo it…		29	1	0x0163AEC	DIALOGUE	Je crois que j’en ai trop fait…	TRANSLATED
ODYSSEY-TXT-000227	0x017ADC5	17	<FD:01> found a RUBY!	FD	14	1	0x0163C58	Team Rocket Warehouse sidequest	<FD:01> a trouvé un RUBIS !	TRANSLATED
ODYSSEY-TXT-000228	0x017B257	18	n’t plan on this!		17	1	0x0648500	DIALOGUE fragment	…ne m’attendais pas à ça !	TRANSLATED
ODYSSEY-TXT-000229	0x017B54D	56	Did you come here knowing it’s<FE>TEAM ROCKET’s WAREHOUSE?	FE	54	2	0x0163FEC	Team Rocket Warehouse	Es-tu venu en sachant que c’est<FE>l’ENTREPÔT de la TEAM ROCKET ?	TRANSLATED
ODYSSEY-TXT-000230	0x017B585	33	What do you think you’re doing?!		32	1	0x0163FF0	Team Rocket Warehouse	Qu’est-ce que tu crois faire ?!	TRANSLATED
ODYSSEY-TXT-000231	0x017BA64	177	We will abandon this WAREHOUSE…<FB>But don’t think this is over.<FE>I won’t let this be the end.<FB>I will find GIOVANNI.<FE>And I will resurrect TEAM ROCKET!<FA>I will…<FB>Until then, farewell!	FA;FB;FE	170	3	0x0164028	Team Rocket Warehouse boss exit	On va abandonner cet ENTREPÔT…<FB>Mais ne crois pas que ce soit fini.<FE>Je ne laisserai pas cela se terminer ainsi.<FB>Je trouverai GIOVANNI.<FE>Et je ferai renaître la TEAM ROCKET !<FA>Je le ferai…<FB>D’ici là, adieu !	TRANSLATED
ODYSSEY-TXT-000232	0x017BCA3	52	What do you want now?<FE>Go on, get lost, leave me be.	FE	50	2	0x0163FB0	Team Rocket Warehouse	Qu’est-ce que tu veux encore ?<FE>Allez, dégage, laisse-moi tranquille.	TRANSLATED
ODYSSEY-TXT-000233	0x017BD97	61	Fufu… Fufufufu…<FE>I guessed right.<FB>I was right in tailing you!	FB;FE	58	2	0x0164254	Team Rocket Warehouse	Fufu… Fufufufu…<FE>J’avais deviné juste.<FB>J’avais raison de te suivre !	TRANSLATED
ODYSSEY-TXT-000234	0x017BDD4	358	I knew that there was a SAPPHIRE<FE>here, so it belongs to me!<FB>I’ll sell it to TEAM ROCKET for<FE>serious money.<FB>…D-don’t glare at me like that!<FB>If you want it back, why don’t you<FE>go get it after I sell it?<FB>I’ll even tell you one of the<FE>passwords to TEAM ROCKET’s<FA>WAREHOUSE.<FB>The WAREHOUSE password I know is<FE>“Yes, nah, CHANSEY.”<FB>I’m done.<FE>Don’t think badly of me!	FA;FB;FE	344	7	0x01642B8	Team Rocket Warehouse sidequest	Je savais qu’il y avait un SAPHIR<FE>ici, donc il m’appartient !<FB>Je vais le vendre à la TEAM ROCKET pour<FE>une belle somme.<FB>…N-ne me regarde pas comme ça !<FB>Si tu le veux, pourquoi tu<FE>n’irais pas le chercher après la vente ?<FB>Je vais même te donner l’un des<FE>mots de passe de l’ENTREPÔT<FA>de la TEAM ROCKET.<FB>Le mot de passe que je connais est<FE>“Oui, non, LEUPHORIE.”<FB>J’ai fini.<FE>Ne pense pas du mal de moi !	TRANSLATED
ODYSSEY-TXT-000235	0x017BF08	50	nah, CHANSEY.”<FB>I’m done.<FE>Don’t think badly of me!	FB;FE	47	2	0x12C48B8	Team Rocket Warehouse fragment	non, LEUPHORIE.”<FB>J’ai fini.<FE>Ne pense pas du mal de moi !	TRANSLATED
ODYSSEY-TXT-000236	0x017C2A4	53	I’m going to bring my little brother<FE>here next time.	FE	51	2	0x01645FC	DIALOGUE	Je vais amener mon petit frère<FE>ici la prochaine fois.	TRANSLATED
ODYSSEY-TXT-000237	0x017C373	50	I bet you think I’m just some guy,<FE>don’t you, eh?	FE	48	2	0x0164620	DIALOGUE	Tu dois croire que je suis qu’un<FE>type comme un autre, hein ?	TRANSLATED
ODYSSEY-TXT-000238	0x017C3A5	41	I bet you think I’m weak,<FE>don’t you, eh?	FE	39	2	0x0164624	DIALOGUE	Tu dois croire que je suis faible,<FE>hein ?	TRANSLATED
ODYSSEY-TXT-000239	0x017C63E	34	Oh, yuck!<FE>I think a bug stung me!	FE	32	2	0x016467C	DIALOGUE	Oh, beurk !<FE>Je crois qu’un insecte m’a piqué !	TRANSLATED
ODYSSEY-TXT-000240	0x017C660	46	It wasn’t a bug.<FE>I cut my shin on some grass.	FE	44	2	0x0164680	DIALOGUE	C’était pas un insecte.<FE>Je me suis coupé le tibia sur de l’herbe.	TRANSLATED
ODYSSEY-TXT-000241	0x017CA5A	175	Hello…<FB>I am the owner of this TOWER…<FB>How the sky soars above this<FE>rooftop…<FB>The caress of the winds up here…<FB>It’s all so perfect…<FB>The way you battled…<FE>It, too, was perfection…	FB;FE	167	3	0x01C53DC	Tower boss (poetic)	Bonjour…<FB>Je suis le propriétaire de cette TOUR…<FB>Comme le ciel s’élève au-dessus de ce<FE>toit…<FB>La caresse des vents ici…<FB>Tout est si parfait…<FB>Ta façon de combattre…<FE>Elle aussi était parfaite…	TRANSLATED
ODYSSEY-TXT-000242	0x017CB09	17	This is for you…		16	1	0x01C543C	DIALOGUE	Ceci est pour toi…	TRANSLATED
ODYSSEY-TXT-000243	0x017CB74	76	e it in<FE>record time…<FB>I’ll have your record posted at<FE>the reception counter.	FB;FE	72	3	0x05DDF00	DIALOGUE fragment	…terminé en<FE>temps record…<FB>J’afficherai ton record<FE>au comptoir d’accueil.	TRANSLATED
ODYSSEY-TXT-000244	0x017CBC0	53	You seem to have taken your sweet<FE>time getting here…	FE	51	2	0x01C548C	DIALOGUE	Tu sembles avoir pris ton temps<FE>pour arriver ici…	TRANSLATED
ODYSSEY-TXT-000245	0x017CBF5	97	What I would like to see is a<FE>better time out of you…<FB>I’m counting on you.<FB>Until then, farewell…	FB;FE	93	2	0x01C5494	DIALOGUE	Ce que j’aimerais voir, c’est un<FE>meilleur temps de ta part…<FB>Je compte sur toi.<FB>D’ici là, adieu…	TRANSLATED
ODYSSEY-TXT-000246	0x017CE38	103	I’m here to see how good I am.<FB>I wonder what kinds of TRAINERS<FE>are waiting for me?<FB>It’s nerve-racking!	FB;FE	99	2	0x0164AE8	DIALOGUE	Je suis là pour voir ce que je vaux.<FB>Je me demande quels DRESSEURS<FE>m’attendent ?<FB>C’est angoissant !	TRANSLATED
ODYSSEY-TXT-000247	0x017D086	44	Oh… I was afraid that you meant to<FE>harm me.	FE	42	2	0x0164C88	DIALOGUE	Oh… J’avais peur que tu veuilles<FE>me faire du mal.	TRANSLATED
ODYSSEY-TXT-000248	0x017D28C	80	That’s a NUGGET!<FB>I can’t give you any nuggets of<FE>wisdom, so that’ll have to do!	FB;FE	77	2	0x0164DC4	DIALOGUE	C’est une PÉPITE !<FB>Je ne peux pas te donner de pépites<FE>de sagesse, alors ça devra suffire !	TRANSLATED
ODYSSEY-TXT-000249	0x017D4AA	57	Soaking in a hot spring pool is<FE>therapeutic, people say.	FE	55	2	0x0165370	Cinnabar hot springs	Se baigner dans une source chaude<FE>est thérapeutique, paraît-il.	TRANSLATED
ODYSSEY-TXT-000250	0x017D72C	30	OAK: Hey! Wait!<FE>Don’t go out!	FE	28	2	0x016561C	Intro, Prof Oak	PR CHEN : Hé ! Attends !<FE>Ne sors pas !	TRANSLATED
ODYSSEY-TXT-000251	0x017D895	42	PALLET TOWN<FE>Shades of your journey await!	FE	40	2	0x0165864	Pallet Town sign	BOURG PALETTE<FE>Les nuances de ton voyage t’attendent !	TRANSLATED
ODYSSEY-TXT-000252	0x017DBD5	15	Oh, okay then!		14	1	0x0165ABC	DIALOGUE	Oh, d’accord alors !	TRANSLATED
ODYSSEY-TXT-000253	0x017E0EA	100	Wahaha!<FE>It’s my grandson on the show!<FB>Since he’s the one doing the<FE>teaching, you’re bound to learn.	FB;FE	96	3	0x0165A38	DIALOGUE	Wahaha !<FE>C’est mon petit-fils à l’émission !<FB>Puisque c’est lui qui fait<FE>l’enseignement, tu vas sûrement apprendre.	TRANSLATED
ODYSSEY-TXT-000254	0x017E3E9	8	…Snore…		7	1	0x01C4A74	DIALOGUE	…Ronflement…	TRANSLATED
ODYSSEY-TXT-000255	0x017E55C	45	Weren’t those fossils from MT. MOON<FE>amazing?	FE	43	2	0x0166138	DIALOGUE	Ces fossiles du MONT SÉLÉNITE<FE>étaient incroyables, non ?	TRANSLATED
ODYSSEY-TXT-000256	0x017E602	36	Psssst!<FE>Do you know what I’m doing?	FE	34	2	0x0166248	DIALOGUE	Psssst !<FE>Tu sais ce que je fais ?	TRANSLATED
ODYSSEY-TXT-000257	0x017E6C7	47	If you have the right stuff,<FE>go take on BROCK!	FE	45	2	0x0165DF0	DIALOGUE	Si t’as ce qu’il faut,<FE>va défier PIERRE !	TRANSLATED
ODYSSEY-TXT-000258	0x017EB71	36	Hey!<FE>Take it easy!<FA>You won already!	FA;FE	33	2	0x0166588	DIALOGUE	Hé !<FE>Du calme !<FA>Tu as déjà gagné !	TRANSLATED
ODYSSEY-TXT-000259	0x017ECF6	103	you. No, really.<FE>You’re always plodding behind me.<FB>So here, I’ll give you a little<FE>present as a favor.	FB;FE	99	3	0x0718B14	DIALOGUE fragment	toi. Non, vraiment.<FE>Tu traînes toujours derrière moi.<FB>Alors tiens, je vais te donner un<FE>petit cadeau en guise de faveur.	TRANSLATED
ODYSSEY-TXT-000260	0x017EE70	44	GRUNT: Stop! I give up!<FE>I’ll leave quietly!	FE	42	2	0x01666D8	Team Rocket grunt	SBIRE : Stop ! J’abandonne !<FE>Je partirai sans faire d’histoires !	TRANSLATED
ODYSSEY-TXT-000261	0x017EE9C	35	…Okay.<FE>I’ll return the TM I stole.	FE	33	2	0x0166630	Team Rocket grunt	…D’accord.<FE>Je vais rendre la CT que j’ai volée.	TRANSLATED
ODYSSEY-TXT-000262	0x017EEED	26	I better get moving!<FE>Bye!	FE	24	2	0x0166664	DIALOGUE	Je ferais mieux d’y aller !<FE>Salut !	TRANSLATED
ODYSSEY-TXT-000263	0x017EF01	6	<FE>Bye!	FE	4	2	0x1313238	UNKNOWN		SKIP_NOISE
ODYSSEY-TXT-000264	0x017EF3F	74	You’re a TRAINER, too?<FB>Collecting, battling…<FE>It’s a tough life, isn’t it?	FB;FE	71	2	0x0166728	DIALOGUE	Toi aussi t’es DRESSEUR ?<FB>Collectionner, combattre…<FE>C’est une vie difficile, non ?	TRANSLATED
ODYSSEY-TXT-000265	0x017EF41	72	u’re a TRAINER, too?<FB>Collecting, battling…<FE>It’s a tough life, isn’t it?	FB;FE	69	2	0x0700CD4	DIALOGUE fragment	u es DRESSEUR aussi ?<FB>Collectionner, combattre…<FE>C’est une vie difficile, non ?	TRANSLATED
ODYSSEY-TXT-000266	0x017F166	29	as<FE>trouble with the ROCKETS!	FE	27	2	0x0641C2C	Team Rocket fragment	…des ennuis<FE>avec les ROCKETS !	TRANSLATED
ODYSSEY-TXT-000267	0x017F1A1	33	Come on, SLOWBRO, pay attention!		32	1	0x01667C4	DIALOGUE	Allez, FLAGADOSS, fais attention !	TRANSLATED
ODYSSEY-TXT-000268	0x017F2A2	21	SLOWBRO turned away…		20	1	0x0166828	DIALOGUE	FLAGADOSS s’est détourné…	TRANSLATED
ODYSSEY-TXT-000269	0x017F2CF	74	I want a bright red bicycle.<FB>I’ll keep it at home, so it won’t<FE>get dirty.	FB;FE	71	2	0x016673C	Bike shop	Je veux un vélo rouge vif.<FB>Je le garderai chez moi, pour<FE>qu’il ne se salisse pas.	TRANSLATED
ODYSSEY-TXT-000270	0x017F4C5	42	Grass and caves handled easily!<FE>BIKE SHOP	FE	40	2	0x016684C	Bike shop sign	Herbes et grottes, un jeu d’enfant !<FE>MAGASIN DE VÉLOS	TRANSLATED
ODYSSEY-TXT-000271	0x017F568	78	Hahaha, I guess not.<FB>That white hand on your shoulder…<FE>I’m just imagining it.	FB;FE	75	2	0x0166894	DIALOGUE	Hahaha, je suppose que non.<FB>Cette main blanche sur ton<FE>épaule… Je l’imagine, c’est tout.	TRANSLATED
ODYSSEY-TXT-000272	0x017FA11	17	VERMILION HARBOR		16	1	0x0166C88	Vermilion Harbor sign	PORT DE CARMIN-SUR-MER	TRANSLATED
ODYSSEY-TXT-000273	0x017FA22	26	Welcome to the S.S. ANNE!		25	1	0x0166950	S.S. Anne	Bienvenue à bord du S.S. ANNE !	TRANSLATED
ODYSSEY-TXT-000274	0x017FA3C	59	Welcome to the S.S. ANNE!<FB>Excuse me, do you have a ticket?	FB	57	1	0x0166BC0	S.S. Anne	Bienvenue à bord du S.S. ANNE !<FB>Excusez-moi, avez-vous un billet ?	TRANSLATED
ODYSSEY-TXT-000275	0x017FB23	68	Ah, you have a TRI-PASS.<FB>Would you like to board<FE>a SEAGALLOP ferry?	FB;FE	65	2	0x0166B3C	Seagallop ferry	Ah, vous avez un TRIPASS.<FB>Voulez-vous embarquer sur<FE>un ferry SEAGALLOP ?	TRANSLATED
ODYSSEY-TXT-000276	0x017FB67	81	Okay, everything’s in order.<FB>SEAGALLOP HI-SPEED 7 will be<FE>departing immediately.	FB;FE	78	2	0x01A90C0	Seagallop ferry	D’accord, tout est en règle.<FB>Le SEAGALLOP HI-SPEED 7 va<FE>partir immédiatement.	TRANSLATED
ODYSSEY-TXT-000277	0x017FBC4	60	 a RAINBOW PASS.<FB>Would you like to board<FE>a SEAGALLOP ferry?	FB;FE	57	2	0x0A930B8	Seagallop ferry fragment	 un PASS ARC-EN-CIEL.<FB>Voulez-vous embarquer sur<FE>un ferry SEAGALLOP ?	TRANSLATED
ODYSSEY-TXT-000278	0x017FC00	95	Oh! That’s a MYSTICTICKET!<FE>Now that is rare.<FB>We’ll be happy to take you to<FE>NAVEL ROCK anytime.	FB;FE	91	3	0x0166A58	Seagallop ferry	Oh ! C’est un TICKETMYSTIK !<FE>Ça, c’est rare.<FB>Nous serons ravis de vous emmener<FE>au ROCHER NOMBRIL quand vous voudrez.	TRANSLATED
ODYSSEY-TXT-000279	0x017FCC1	43	Would you like to board<FE>a SEAGALLOP ferry?	FE	41	2	0x0166AC4	Seagallop ferry	Voulez-vous embarquer sur<FE>un ferry SEAGALLOP ?	TRANSLATED
ODYSSEY-TXT-000280	0x017FDE5	222	are you doing?<FB>It’s me, one of PROF. OAK’s AIDES.<FB>Did you meet the other AIDE?<FB>He had a package from PROF. OAK<FE>for you, <FD:01>.<FB>He said he’d look for you around<FE>ROUTE 2, <FD:01>.<FB>If you’re in the ROUTE 2 area,<FE>please look for him.	FB;FD;FE	209	4	0x0A9DB60	Prof Oak's Aide fragment	vous faites ?<FB>C’est moi, l’un des ASSISTANTS du PR CHEN.<FB>Avez-vous rencontré l’autre ASSISTANT ?<FB>Il avait un paquet du PR CHEN<FE>pour vous, <FD:01>.<FB>Il a dit qu’il vous chercherait du côté de<FE>la ROUTE 2, <FD:01>.<FB>Si vous êtes dans la zone de la ROUTE 2,<FE>cherchez-le, s’il vous plaît.	TRANSLATED
