region,offset_start,offset_end,entropy,zero_ratio,ff_ratio,comp_sig_count,comp_lz77,comp_huffman,comp_rle,ptr_target_count,ptr_ref_sum,string_count,string_bytes,repeated_block_count,arm_bl_target_count,thumb_bl_target_count,classification,confidence
215,0x35c000,0x35ffff,2.8084,0.6722,0.0118,76,0,73,3,44,63,32,171,546,95,6,structures_repetees_possible,42
216,0x360000,0x363fff,2.8437,0.6806,0.0116,40,1,36,3,36,48,43,392,576,123,4,structures_repetees_possible,43
217,0x364000,0x367fff,2.9103,0.6735,0.0166,48,1,43,4,49,58,50,331,547,123,11,structures_repetees_possible,42
218,0x368000,0x36bfff,3.2527,0.6461,0.0099,37,0,33,4,43,55,56,556,472,87,14,structures_repetees_possible,40
219,0x36c000,0x36ffff,3.1670,0.6656,0.0062,48,19,17,12,48,48,90,862,467,91,7,structures_repetees_possible,40
220,0x370000,0x373fff,3.3079,0.6407,0.0018,80,52,13,15,37,39,92,842,427,115,8,zone_indeterminee,10
221,0x374000,0x377fff,2.8349,0.6844,0.0043,88,66,13,9,54,68,114,1061,518,88,6,structures_repetees_possible,41
222,0x378000,0x37bfff,3.1530,0.6611,0.0032,94,45,20,29,34,36,79,794,528,89,2,structures_repetees_possible,42
223,0x37c000,0x37ffff,2.8129,0.6899,0.0016,90,53,27,10,35,35,105,1032,494,87,4,structures_repetees_possible,41
224,0x380000,0x383fff,2.9505,0.6794,0.0015,111,91,7,13,43,43,104,798,510,94,4,structures_repetees_possible,41
225,0x384000,0x387fff,3.3740,0.6267,0.0014,13,10,0,3,52,52,78,839,480,107,5,structures_repetees_possible,40
226,0x388000,0x38bfff,3.1304,0.6727,0.0059,56,19,13,24,39,40,98,693,492,93,5,structures_repetees_possible,40
227,0x38c000,0x38ffff,3.6741,0.6036,0.0171,94,42,16,36,29,74,84,556,421,100,5,zone_indeterminee,10
228,0x390000,0x393fff,4.1200,0.5231,0.0071,57,13,33,11,48,113,77,695,317,118,6,zone_indeterminee,10
229,0x394000,0x397fff,3.3418,0.5917,0.0042,56,32,9,15,32,53,155,1877,471,101,14,structures_repetees_possible,40
230,0x398000,0x39bfff,4.5216,0.4286,0.0378,29,12,4,13,118,121,110,755,464,136,25,structures_repetees_possible,40
231,0x39c000,0x39ffff,2.1511,0.7535,0.0167,36,3,2,31,42,53,32,243,697,89,20,structures_repetees_possible,47
232,0x3a0000,0x3a3fff,4.5597,0.3700,0.0175,192,41,135,16,366,2447,0,0,72,100,23,table_pointeurs_probable,85
233,0x3a4000,0x3a7fff,5.8121,0.1456,0.0385,333,97,218,18,685,1209,42,826,123,91,25,table_pointeurs_probable,64
234,0x3a8000,0x3abfff,5.4173,0.0973,0.0320,8,4,3,1,39,44,260,3928,420,109,17,zone_texte_possible,25
235,0x3ac000,0x3affff,2.4138,0.1505,0.6619,21,11,4,6,151,1878,4,32,715,113,22,table_pointeurs_probable,77
236,0x3b0000,0x3b3fff,1.5116,0.1065,0.7936,29,24,2,3,97,97,0,0,793,82,17,structures_repetees_possible,51
237,0x3b4000,0x3b7fff,1.3339,0.0937,0.8207,6,1,4,1,104,105,0,0,844,100,15,structures_repetees_possible,52
238,0x3b8000,0x3bbfff,2.3160,0.1904,0.6348,30,12,14,4,148,156,0,0,674,101,22,structures_repetees_possible,47
239,0x3bc000,0x3bffff,3.5447,0.2238,0.4467,81,35,27,19,214,229,21,112,546,78,29,structures_repetees_possible,42
240,0x3c0000,0x3c3fff,6.5997,0.0447,0.0713,231,85,64,82,22,134,257,2651,26,143,41,zone_compressee_possible,30
241,0x3c4000,0x3c7fff,3.0707,0.6583,0.0090,126,38,74,14,193,217,27,582,478,127,20,structures_repetees_possible,40
242,0x3c8000,0x3cbfff,4.7471,0.3156,0.1813,139,89,16,34,236,243,32,309,466,114,13,table_pointeurs_probable,45
243,0x3cc000,0x3cffff,5.9559,0.1960,0.0192,411,281,66,64,177,244,125,2595,193,104,21,table_pointeurs_probable,45
244,0x3d0000,0x3d3fff,5.8363,0.1809,0.1497,596,442,79,75,85,99,184,987,242,113,30,zone_compressee_possible,30
245,0x3d4000,0x3d7fff,5.2716,0.1393,0.0180,32,11,11,10,228,471,0,0,279,124,17,table_pointeurs_probable,49
246,0x3d8000,0x3dbfff,4.9234,0.2255,0.0197,19,1,17,1,94,214,5,22,74,112,11,zone_indeterminee,10
247,0x3dc000,0x3dffff,4.6548,0.4420,0.0256,106,23,80,3,135,137,9,39,160,122,16,zone_compressee_possible,30
248,0x3e0000,0x3e3fff,4.4912,0.4721,0.0286,146,58,47,41,410,1023,71,356,225,145,29,table_pointeurs_probable,60
249,0x3e4000,0x3e7fff,4.9134,0.2679,0.0234,207,90,63,54,556,2133,61,259,249,125,18,table_pointeurs_probable,82
250,0x3e8000,0x3ebfff,4.8614,0.3268,0.0524,11,4,3,4,883,884,0,0,0,93,11,table_pointeurs_probable,58
251,0x3ec000,0x3effff,5.3966,0.1877,0.2330,393,172,94,127,289,334,77,372,306,100,10,table_pointeurs_probable,47
252,0x3f0000,0x3f3fff,5.6683,0.1540,0.0655,331,145,58,128,73,93,231,1233,293,120,26,zone_compressee_possible,30
253,0x3f4000,0x3f7fff,6.3291,0.1838,0.0302,220,86,68,66,57,77,280,1556,208,123,13,zone_compressee_possible,30
254,0x3f8000,0x3fbfff,4.7881,0.3775,0.0568,18,12,5,1,210,241,85,861,309,102,23,table_pointeurs_probable,45
255,0x3fc000,0x3fffff,5.8488,0.2008,0.0360,98,58,26,14,522,768,7,30,26,110,10,table_pointeurs_probable,55
256,0x400000,0x403fff,6.1897,0.2213,0.0555,269,103,81,85,70,93,37,181,59,149,18,zone_compressee_possible,30
257,0x404000,0x407fff,6.6951,0.0825,0.0141,494,274,166,54,40,51,245,1396,65,149,45,zone_compressee_possible,30
258,0x408000,0x40bfff,6.6805,0.0945,0.0262,274,151,80,43,86,96,90,490,60,136,44,zone_compressee_possible,30
259,0x40c000,0x40ffff,6.6944,0.1141,0.0245,206,117,55,34,74,136,171,911,31,170,34,zone_compressee_possible,30
260,0x410000,0x413fff,5.8838,0.0766,0.0678,174,108,30,36,36,40,108,557,103,165,51,zone_compressee_possible,30
261,0x414000,0x417fff,6.5947,0.1182,0.0489,156,113,31,12,523,1058,38,174,26,122,84,table_pointeurs_probable,61
262,0x418000,0x41bfff,5.5024,0.1384,0.0343,19,9,10,0,494,696,6,25,10,123,10,table_pointeurs_probable,54
263,0x41c000,0x41ffff,6.0260,0.1329,0.0358,72,32,25,15,367,437,60,287,19,98,3,table_pointeurs_probable,49
264,0x420000,0x423fff,7.1251,0.0679,0.0118,286,175,71,40,208,502,182,917,3,101,9,table_pointeurs_probable,50
265,0x424000,0x427fff,7.1052,0.0699,0.0131,232,127,66,39,76,137,225,1099,4,109,5,zone_compressee_possible,30
266,0x428000,0x42bfff,6.9871,0.0595,0.0721,285,154,83,48,22,39,170,814,61,108,5,zone_compressee_possible,30
267,0x42c000,0x42ffff,6.8890,0.0587,0.1135,214,103,72,39,16,18,179,900,106,92,6,zone_compressee_possible,30
268,0x430000,0x433fff,7.1773,0.0727,0.0110,260,138,85,37,26,46,194,978,3,104,5,zone_compressee_possible,30
269,0x434000,0x437fff,7.0929,0.0764,0.0119,355,186,117,52,20,20,188,945,6,148,10,zone_compressee_possible,30
270,0x438000,0x43bfff,7.1534,0.0715,0.0151,252,139,70,43,13,13,186,902,7,144,2,zone_compressee_possible,30
271,0x43c000,0x43ffff,7.0637,0.0945,0.0438,202,102,73,27,99,130,201,1435,52,152,4,zone_compressee_possible,30
272,0x440000,0x443fff,6.5270,0.1447,0.0151,502,262,149,91,80,97,270,1870,86,178,8,zone_compressee_possible,30
273,0x444000,0x447fff,5.1124,0.1821,0.0164,24,8,8,8,302,838,0,0,1,118,10,table_pointeurs_probable,57
274,0x448000,0x44bfff,4.4583,0.1514,0.0209,0,0,0,0,335,342,0,0,3,115,2,table_pointeurs_probable,47
275,0x44c000,0x44ffff,4.8873,0.2566,0.0131,36,35,1,0,200,206,45,1632,215,132,6,zone_indeterminee,10
276,0x450000,0x453fff,5.0071,0.1705,0.1635,126,111,8,7,252,280,38,3964,570,166,6,table_pointeurs_probable,45
277,0x454000,0x457fff,5.8178,0.1874,0.0565,48,32,10,6,427,588,7,106,153,140,3,table_pointeurs_probable,52
278,0x458000,0x45bfff,6.2931,0.1798,0.0219,134,86,20,28,418,490,48,395,95,115,2,table_pointeurs_probable,50
279,0x45c000,0x45ffff,3.4852,0.5983,0.0547,30,18,6,6,66,79,40,351,609,131,18,structures_repetees_possible,44
280,0x460000,0x463fff,5.8215,0.1325,0.1321,379,155,125,99,224,308,189,1012,215,140,43,table_pointeurs_probable,46
281,0x464000,0x467fff,6.4539,0.1598,0.0305,338,199,78,61,229,323,195,1270,44,132,29,table_pointeurs_probable,46
282,0x468000,0x46bfff,5.3101,0.2732,0.0093,148,92,29,27,102,120,261,3996,427,119,24,zone_compressee_possible,30
283,0x46c000,0x46ffff,6.3123,0.1310,0.0403,379,230,82,67,142,180,177,1024,154,123,54,zone_compressee_possible,30
284,0x470000,0x473fff,6.2307,0.1431,0.0776,146,81,35,30,48,69,97,460,266,141,20,zone_compressee_possible,30
285,0x474000,0x477fff,6.7375,0.1104,0.0118,327,196,83,48,57,62,120,581,31,126,26,zone_compressee_possible,30
286,0x478000,0x47bfff,5.4421,0.3201,0.0984,249,151,62,36,219,232,42,292,201,116,19,zone_compressee_possible,30
287,0x47c000,0x47ffff,3.8612,0.4659,0.1779,106,75,23,8,21,25,40,208,379,183,3,zone_compressee_possible,30
288,0x480000,0x483fff,4.9242,0.3357,0.1000,68,41,22,5,112,321,5,20,196,255,8,table_pointeurs_probable,46
289,0x484000,0x487fff,4.5148,0.1292,0.0145,0,0,0,0,248,815,0,0,27,166,7,table_pointeurs_probable,56
290,0x488000,0x48bfff,4.7809,0.3755,0.0117,36,8,6,22,78,419,8,210,407,177,8,table_pointeurs_probable,48
291,0x48c000,0x48ffff,1.9417,0.2670,0.5749,5,3,1,1,16,223,0,0,915,125,6,structures_repetees_possible,55
292,0x490000,0x493fff,2.1671,0.6300,0.0035,25,0,0,25,21,24,0,0,900,165,10,structures_repetees_possible,54
293,0x494000,0x497fff,2.1619,0.6300,0.0035,29,0,0,29,19,31,0,0,924,123,12,structures_repetees_possible,55
294,0x498000,0x49bfff,2.2039,0.6275,0.0053,27,0,0,27,19,21,0,0,933,132,15,structures_repetees_possible,55
295,0x49c000,0x49ffff,2.2167,0.6271,0.0063,30,0,3,27,17,22,0,0,919,131,11,structures_repetees_possible,55
296,0x4a0000,0x4a3fff,3.1737,0.5407,0.0051,43,4,16,23,31,281,6,33,741,163,9,structures_repetees_possible,49
297,0x4a4000,0x4a7fff,7.5986,0.0134,0.0079,179,115,53,11,12,90,232,3252,0,116,29,zone_compressee_possible,30
298,0x4a8000,0x4abfff,7.5149,0.0350,0.0130,103,49,29,25,13,18,518,3337,10,102,13,table_texte_probable,58
299,0x4ac000,0x4affff,7.4890,0.0177,0.0094,117,66,40,11,4,6,249,3289,0,104,22,zone_compressee_possible,30
300,0x4b0000,0x4b3fff,6.4614,0.0713,0.0431,86,69,14,3,14,23,32,743,4,157,35,zone_indeterminee,10
301,0x4b4000,0x4b7fff,6.9915,0.0532,0.0356,116,67,31,18,13,60,77,921,6,131,16,zone_compressee_possible,30
302,0x4b8000,0x4bbfff,7.1276,0.0573,0.0077,131,104,21,6,8,22,157,2307,19,150,30,zone_compressee_possible,30
303,0x4bc000,0x4bffff,6.4333,0.0942,0.0434,38,32,0,6,8,10,0,0,81,186,32,zone_indeterminee,10
304,0x4c0000,0x4c3fff,4.0029,0.2284,0.1232,3,3,0,0,7,8,0,0,7,141,26,zone_indeterminee,10
305,0x4c4000,0x4c7fff,6.6365,0.1086,0.0715,59,36,14,9,20,43,62,1273,16,114,17,zone_indeterminee,10
306,0x4c8000,0x4cbfff,6.9058,0.0616,0.0270,100,59,31,10,10,15,158,1838,30,133,7,zone_compressee_possible,30
307,0x4cc000,0x4cffff,7.3946,0.0119,0.0102,150,80,33,37,12,12,391,3274,0,123,9,table_texte_probable,52
308,0x4d0000,0x4d3fff,7.4173,0.0162,0.0083,92,39,36,17,10,12,429,3610,0,153,27,table_texte_probable,54
309,0x4d4000,0x4d7fff,7.5006,0.0160,0.0059,78,28,29,21,7,7,512,2577,0,115,25,table_texte_probable,58
310,0x4d8000,0x4dbfff,6.9327,0.0321,0.0208,175,111,47,17,11,11,141,640,0,138,16,zone_compressee_possible,30
311,0x4dc000,0x4dffff,7.3986,0.0175,0.0120,187,104,76,7,16,18,247,2385,1,134,18,zone_compressee_possible,30
312,0x4e0000,0x4e3fff,7.6772,0.0212,0.0110,84,48,17,19,6,6,511,3953,0,142,36,table_texte_probable,58
313,0x4e4000,0x4e7fff,7.7450,0.0176,0.0096,48,29,8,11,7,8,607,3946,0,131,17,table_texte_probable,63
314,0x4e8000,0x4ebfff,7.7476,0.0140,0.0039,73,42,14,17,8,33,567,3711,0,153,18,table_texte_probable,61
315,0x4ec000,0x4effff,7.5910,0.0155,0.0099,99,51,40,8,8,20,359,3431,0,165,8,table_texte_probable,50
316,0x4f0000,0x4f3fff,7.6307,0.0362,0.0167,74,39,21,14,31,48,231,2426,5,160,8,zone_texte_possible,25
317,0x4f4000,0x4f7fff,7.5727,0.0138,0.0097,89,43,32,14,10,14,234,2264,0,145,10,zone_texte_possible,25
318,0x4f8000,0x4fbfff,7.3673,0.0202,0.0084,100,53,19,28,9,9,418,2350,0,102,7,table_texte_probable,53
319,0x4fc000,0x4fffff,7.5409,0.0125,0.0047,108,61,34,13,8,12,282,2923,0,132,15,zone_compressee_possible,30
320,0x500000,0x503fff,7.4949,0.0209,0.0087,83,41,28,14,27,54,426,2029,0,136,14,table_texte_probable,54
321,0x504000,0x507fff,7.5709,0.0132,0.0071,64,28,19,17,23,27,362,3222,0,123,14,table_texte_probable,51
322,0x508000,0x50bfff,7.5027,0.0140,0.0043,80,25,35,20,10,35,327,3098,3,150,12,zone_texte_possible,25
323,0x50c000,0x50ffff,7.3531,0.0350,0.0121,122,85,24,13,12,31,346,2321,7,135,5,table_texte_probable,50
324,0x510000,0x513fff,7.3405,0.0225,0.0246,96,72,21,3,22,32,321,1507,1,132,11,zone_texte_possible,25
325,0x514000,0x517fff,7.3172,0.0205,0.0255,84,65,15,4,11,21,321,1528,0,133,7,zone_texte_possible,25
326,0x518000,0x51bfff,7.6021,0.0290,0.0157,68,53,11,4,10,21,327,1552,3,138,2,zone_texte_possible,25
327,0x51c000,0x51ffff,7.4004,0.0242,0.0302,86,72,11,3,11,17,321,1571,2,129,4,zone_texte_possible,25
328,0x520000,0x523fff,7.6834,0.0365,0.0142,48,37,11,0,22,38,195,867,3,116,7,zone_indeterminee,10
329,0x524000,0x527fff,7.0406,0.0501,0.0338,111,97,12,2,18,57,360,1775,2,159,4,table_texte_probable,50
330,0x528000,0x52bfff,7.8033,0.0277,0.0113,68,55,9,4,15,28,244,1072,0,138,3,zone_texte_possible,25
331,0x52c000,0x52ffff,7.8162,0.0103,0.0095,28,18,8,2,11,15,182,769,0,131,5,zone_indeterminee,10
332,0x530000,0x533fff,7.3374,0.0544,0.0223,168,146,17,5,29,43,231,1192,3,136,6,zone_compressee_possible,30
333,0x534000,0x537fff,7.7753,0.0106,0.0099,41,21,14,6,13,46,230,1108,0,140,2,zone_texte_possible,25
334,0x538000,0x53bfff,7.7006,0.0124,0.0179,45,34,10,1,12,16,341,1557,1,118,2,zone_texte_possible,25
335,0x53c000,0x53ffff,7.7265,0.0096,0.0182,39,21,14,4,8,11,231,1044,0,103,4,zone_texte_possible,25
336,0x540000,0x543fff,7.6186,0.0519,0.0140,85,74,8,3,12,28,197,864,9,144,1,zone_indeterminee,10
337,0x544000,0x547fff,7.5447,0.0104,0.0244,40,26,9,5,14,19,287,1403,0,120,5,zone_texte_possible,25
338,0x548000,0x54bfff,7.6190,0.0114,0.0178,43,20,17,6,12,21,221,991,0,143,1,zone_texte_possible,25
339,0x54c000,0x54ffff,7.6189,0.0339,0.0165,70,58,9,3,7,13,275,1292,2,135,0,zone_texte_possible,25
340,0x550000,0x553fff,7.3538,0.0792,0.0206,149,138,10,1,32,42,256,1217,1,122,1,zone_compressee_possible,30
341,0x554000,0x557fff,7.7877,0.0146,0.0101,50,41,6,3,43,56,175,806,0,134,3,zone_indeterminee,10
342,0x558000,0x55bfff,7.6755,0.0441,0.0158,84,75,7,2,7,13,254,1143,2,131,2,zone_texte_possible,25
343,0x55c000,0x55ffff,7.6445,0.0211,0.0264,37,23,10,4,10,27,202,886,0,131,1,zone_texte_possible,25
344,0x560000,0x563fff,7.0806,0.0845,0.0216,182,170,10,2,16,23,392,2425,5,122,5,table_texte_probable,52
345,0x564000,0x567fff,7.3285,0.0523,0.0378,96,80,12,4,18,24,243,1128,4,155,3,zone_texte_possible,25
346,0x568000,0x56bfff,7.4009,0.0296,0.0360,82,66,13,3,10,18,183,856,1,167,3,zone_indeterminee,10
347,0x56c000,0x56ffff,7.3186,0.0197,0.0175,92,69,17,6,8,15,192,939,0,139,2,zone_indeterminee,10
348,0x570000,0x573fff,7.1497,0.0436,0.0375,72,62,8,2,23,32,306,1482,6,138,6,zone_texte_possible,25
349,0x574000,0x577fff,7.2228,0.0759,0.0310,89,74,9,6,16,20,310,1477,7,162,7,zone_texte_possible,25
350,0x578000,0x57bfff,6.8318,0.0665,0.0328,140,122,12,6,12,21,421,2220,3,124,13,table_texte_probable,53
351,0x57c000,0x57ffff,7.7526,0.0139,0.0184,31,18,8,5,14,23,232,1058,0,114,6,zone_texte_possible,25
352,0x580000,0x583fff,6.6805,0.0341,0.0580,127,95,26,6,10,16,348,1801,1,126,6,table_texte_probable,50
353,0x584000,0x587fff,7.3347,0.0221,0.0275,92,71,19,2,11,24,351,1672,1,137,4,table_texte_probable,50
354,0x588000,0x58bfff,7.7095,0.0099,0.0127,41,27,12,2,10,15,281,1350,1,127,4,zone_texte_possible,25
355,0x58c000,0x58ffff,7.7457,0.0175,0.0151,50,38,9,3,9,14,177,795,1,114,7,zone_indeterminee,10
356,0x590000,0x593fff,7.5714,0.0402,0.0157,61,47,12,2,10,17,282,1283,4,132,5,zone_texte_possible,25
357,0x594000,0x597fff,7.7375,0.0043,0.0258,13,4,6,3,7,10,235,1115,0,104,7,zone_texte_possible,25
358,0x598000,0x59bfff,7.4621,0.0568,0.0242,86,73,10,3,12,20,257,1193,10,118,13,zone_texte_possible,25
359,0x59c000,0x59ffff,7.3712,0.0441,0.0269,100,85,12,3,5,15,323,1576,0,127,15,zone_compressee_possible,30
360,0x5a0000,0x5a3fff,7.6099,0.0526,0.0096,63,60,2,1,10,14,263,1212,3,114,5,zone_texte_possible,25
361,0x5a4000,0x5a7fff,7.7533,0.0125,0.0063,45,40,3,2,12,16,195,941,0,135,12,zone_indeterminee,10
362,0x5a8000,0x5abfff,7.6824,0.0111,0.0281,33,19,9,5,8,20,194,898,0,128,10,zone_indeterminee,10
363,0x5ac000,0x5affff,7.7857,0.0142,0.0114,35,23,10,2,9,15,194,928,1,112,16,zone_indeterminee,10
364,0x5b0000,0x5b3fff,7.6489,0.0212,0.0194,54,41,12,1,16,34,213,1045,0,134,10,zone_texte_possible,25
365,0x5b4000,0x5b7fff,7.4229,0.0551,0.0241,112,103,7,2,19,28,226,1078,2,123,13,zone_compressee_possible,30
366,0x5b8000,0x5bbfff,7.1509,0.0612,0.0352,137,125,9,3,12,19,282,1360,1,114,10,zone_compressee_possible,30
367,0x5bc000,0x5bffff,7.1163,0.0623,0.0347,112,99,9,4,9,14,267,1309,0,137,12,zone_compressee_possible,30
368,0x5c0000,0x5c3fff,7.6365,0.0157,0.0170,29,18,8,3,12,17,334,1617,1,127,14,zone_texte_possible,25
369,0x5c4000,0x5c7fff,7.6454,0.0360,0.0156,58,31,16,11,12,20,191,842,10,127,9,zone_indeterminee,10
370,0x5c8000,0x5cbfff,7.5072,0.0400,0.0210,53,37,12,4,10,19,199,895,7,115,17,zone_indeterminee,10
371,0x5cc000,0x5cffff,7.5451,0.0336,0.0248,75,63,10,2,8,14,213,1015,1,113,12,zone_texte_possible,25
372,0x5d0000,0x5d3fff,7.1803,0.0449,0.0419,88,74,9,5,13,19,314,1470,0,121,14,zone_texte_possible,25
373,0x5d4000,0x5d7fff,7.6810,0.0146,0.0138,42,35,5,2,9,14,441,2098,0,104,16,table_texte_probable,54
374,0x5d8000,0x5dbfff,7.5031,0.0113,0.0239,42,24,11,7,8,14,268,1223,0,108,17,zone_texte_possible,25
375,0x5dc000,0x5dffff,7.4561,0.0252,0.0230,76,62,11,3,4,61,250,1175,0,125,6,zone_texte_possible,25
376,0x5e0000,0x5e3fff,7.3582,0.0443,0.0325,88,73,12,3,9,13,257,1221,1,112,8,zone_texte_possible,25
377,0x5e4000,0x5e7fff,7.5449,0.0164,0.0245,66,44,19,3,8,13,254,1170,1,124,12,zone_texte_possible,25
378,0x5e8000,0x5ebfff,7.2040,0.0362,0.0400,99,85,11,3,11,20,321,1534,1,129,8,zone_texte_possible,25
379,0x5ec000,0x5effff,7.1612,0.0496,0.0390,90,74,12,4,11,21,342,1592,1,116,15,table_texte_probable,50
380,0x5f0000,0x5f3fff,6.6995,0.1039,0.0419,168,156,9,3,10,13,314,1555,9,103,8,zone_compressee_possible,30
381,0x5f4000,0x5f7fff,7.6387,0.0169,0.0182,72,58,8,6,8,14,228,1083,1,113,10,zone_texte_possible,25
382,0x5f8000,0x5fbfff,7.6547,0.0338,0.0161,112,92,13,7,12,17,183,846,1,137,8,zone_compressee_possible,30
383,0x5fc000,0x5fffff,7.3441,0.0224,0.0361,75,55,14,6,5,11,274,1302,0,101,9,zone_texte_possible,25
384,0x600000,0x603fff,7.4074,0.0271,0.0377,62,53,9,0,31,100,266,1292,1,122,11,zone_texte_possible,25
385,0x604000,0x607fff,7.3639,0.0342,0.0403,61,51,6,4,17,32,280,1367,0,114,11,zone_texte_possible,25
386,0x608000,0x60bfff,7.0500,0.0470,0.0403,117,92,22,3,20,27,374,1824,0,108,5,table_texte_probable,51
387,0x60c000,0x60ffff,7.4426,0.0143,0.0223,66,47,12,7,18,24,338,1616,0,103,4,zone_texte_possible,25
388,0x610000,0x613fff,7.6996,0.0244,0.0196,86,66,16,4,11,14,186,808,0,122,8,zone_indeterminee,10
389,0x614000,0x617fff,7.6131,0.0167,0.0213,77,60,12,5,10,17,190,878,1,139,4,zone_indeterminee,10
390,0x618000,0x61bfff,7.4156,0.0239,0.0259,106,76,22,8,14,23,108,485,0,116,8,zone_compressee_possible,30
391,0x61c000,0x61ffff,7.7708,0.0162,0.0093,66,51,9,6,12,20,127,570,3,118,4,zone_indeterminee,10
392,0x620000,0x623fff,7.8059,0.0098,0.0060,21,15,2,4,12,17,96,406,2,98,7,zone_indeterminee,10
393,0x624000,0x627fff,6.9690,0.1083,0.0286,160,142,16,2,8,13,163,756,22,117,13,zone_compressee_possible,30
394,0x628000,0x62bfff,7.6431,0.0114,0.0075,18,10,5,3,8,17,123,522,3,115,7,zone_indeterminee,10
395,0x62c000,0x62ffff,7.6850,0.0127,0.0089,50,40,7,3,8,19,110,464,1,126,6,zone_indeterminee,10
396,0x630000,0x633fff,7.3649,0.1218,0.0078,47,32,11,4,25,31,41,173,103,126,11,zone_indeterminee,10
397,0x634000,0x637fff,7.7815,0.0206,0.0089,41,28,12,1,12,17,105,459,3,124,7,zone_indeterminee,10
398,0x638000,0x63bfff,7.6499,0.0112,0.0106,78,62,12,4,13,19,103,453,1,121,8,zone_indeterminee,10
399,0x63c000,0x63ffff,7.6646,0.0273,0.0118,82,71,8,3,9,15,166,726,3,110,7,zone_indeterminee,10
400,0x640000,0x643fff,7.4011,0.0200,0.0172,81,68,9,4,16,31,261,1117,1,115,14,zone_texte_possible,25
401,0x644000,0x647fff,7.6623,0.0190,0.0113,149,144,3,2,14,22,133,608,3,115,6,zone_compressee_possible,30
402,0x648000,0x64bfff,7.5350,0.0140,0.0107,51,40,10,1,9,16,256,1079,1,118,5,zone_texte_possible,25
403,0x64c000,0x64ffff,7.0038,0.0128,0.0205,64,41,16,7,15,24,247,1088,1,143,5,zone_texte_possible,25
404,0x650000,0x653fff,7.4347,0.0206,0.0149,74,53,15,6,20,27,76,319,0,124,12,zone_indeterminee,10
405,0x654000,0x657fff,7.4067,0.0231,0.0177,94,76,14,4,18,22,82,338,3,114,4,zone_indeterminee,10
406,0x658000,0x65bfff,7.1611,0.0206,0.0236,54,44,7,3,6,10,319,1401,1,135,18,zone_texte_possible,25
407,0x65c000,0x65ffff,7.2862,0.0192,0.0134,82,63,16,3,8,15,121,516,3,117,6,zone_indeterminee,10
408,0x660000,0x663fff,6.8526,0.0162,0.0141,26,23,3,0,34,49,631,2789,1,108,11,table_texte_probable,64
409,0x664000,0x667fff,7.5115,0.0231,0.0153,98,75,17,6,34,46,89,377,4,110,7,zone_indeterminee,10
410,0x668000,0x66bfff,7.3358,0.0095,0.0092,55,36,16,3,26,30,72,293,1,117,12,zone_indeterminee,10
411,0x66c000,0x66ffff,7.5206,0.0176,0.0131,66,57,9,0,9,14,113,478,3,141,9,zone_indeterminee,10
412,0x670000,0x673fff,7.3096,0.0223,0.0190,80,62,12,6,15,20,149,686,2,109,11,zone_indeterminee,10
413,0x674000,0x677fff,7.7525,0.0135,0.0127,82,68,10,4,12,16,57,265,1,121,4,zone_indeterminee,10
414,0x678000,0x67bfff,7.1541,0.0197,0.0221,95,69,20,6,13,18,89,385,4,116,3,zone_indeterminee,10
415,0x67c000,0x67ffff,7.7651,0.0120,0.0071,39,24,11,4,8,16,112,486,0,114,4,zone_indeterminee,10
416,0x680000,0x683fff,7.4145,0.0158,0.0117,53,41,8,4,15,24,190,821,2,106,10,zone_indeterminee,10
417,0x684000,0x687fff,7.4501,0.0122,0.0140,54,36,9,9,10,16,252,1076,2,99,16,zone_texte_possible,25
418,0x688000,0x68bfff,7.7986,0.0105,0.0054,23,18,4,1,10,16,115,494,3,124,9,zone_indeterminee,10
419,0x68c000,0x68ffff,7.5151,0.0112,0.0095,38,29,7,2,4,8,171,721,3,107,11,zone_indeterminee,10
420,0x690000,0x693fff,7.0966,0.0186,0.0176,55,44,6,5,5,10,319,1406,3,131,9,zone_texte_possible,25
421,0x694000,0x697fff,7.2262,0.0054,0.0078,31,17,8,6,9,12,274,1187,0,143,19,zone_texte_possible,25
422,0x698000,0x69bfff,7.6456,0.0204,0.0150,72,58,11,3,11,24,116,494,3,136,15,zone_indeterminee,10
